Name,Calories,Carbs,Protein,Fat,Sugar,Fibre,Cholesterol,calcium,phosphorus,magnesium,sodium,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vit a_ug,vit e_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug
Peanut sago vada (Sabudana mungfali vada),749.89,7.14,1.01,79.82,0.19,0.62,0.00,5.03,20.46,10.38,71.29,94.50,0.38,0.05,0.21,0.00,0.08,0.02,0.15,0.00,38.81,0.28,0.00,6.33,0.00,5.13,0.03,0.01,0.52,0.08,0.02,0.23,5.13
Vegeterian scotch egg,681.67,4.64,2.16,72.77,0.23,0.58,34.24,15.20,29.12,6.42,93.33,80.64,0.46,0.04,4.28,0.00,0.06,0.01,0.22,18.52,35.52,0.53,0.08,6.46,1.37,9.70,0.03,0.02,0.25,0.20,0.04,1.98,9.70
Paneer shaslik/tikka,93.85,7.98,5.11,4.49,4.61,1.23,0.00,123.86,92.41,15.85,103.39,130.93,0.68,0.07,5.46,0.03,0.15,0.01,0.77,0.00,0.61,3.00,0.00,10.84,0.00,39.84,0.03,0.04,0.34,0.26,0.07,6.18,39.84
Peanut brittle (Moongfali ki chikki),320.46,47.46,6.94,11.13,43.92,2.63,2.50,68.03,137.07,108.38,15.99,420.05,3.22,0.27,0.87,0.01,0.78,0.05,1.04,9.36,1.17,2.04,0.00,0.63,0.00,30.37,0.16,0.04,2.89,0.37,0.42,0.70,30.37
Spring roll,623.87,8.56,1.81,64.63,0.60,0.67,12.15,9.51,23.54,7.00,132.84,60.86,0.49,0.04,1.40,0.00,0.11,0.01,0.18,6.57,31.70,0.86,0.03,8.13,0.48,10.19,0.03,0.02,0.18,0.16,0.04,1.01,10.19
Dry mango chutney (Sookhe aam ki chutney),298.13,69.17,2.43,0.70,61.86,3.74,0.00,72.05,71.97,77.60,437.91,654.54,3.98,0.19,1.51,0.02,0.75,0.05,0.42,0.00,0.10,2.26,0.00,19.23,0.00,18.66,0.07,0.08,0.65,0.22,0.42,0.55,18.66
Peanut chutney (Mungfali ki chutney),258.37,9.87,11.80,19.06,2.76,5.73,0.00,34.79,197.16,103.32,475.34,414.29,1.99,0.46,1.98,0.00,1.08,0.27,1.60,0.00,2.08,3.94,0.00,4.64,0.00,48.29,0.29,0.07,5.54,0.56,0.16,0.90,48.29
Coconut chutney (Nariyal ki chutney),265.92,8.29,3.59,25.00,3.79,6.73,0.00,15.70,47.57,25.07,428.28,230.88,1.25,0.20,1.33,0.00,0.43,0.15,0.41,0.00,3.30,0.34,0.00,12.68,0.00,18.70,0.04,0.05,0.26,0.20,0.08,0.36,18.70
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.60,21.18,2.81,0.51,15.88,4.33,0.00,107.45,61.57,62.72,391.66,459.42,4.76,0.27,2.65,0.03,0.81,0.23,0.54,0.00,0.24,6.80,0.00,87.73,0.00,41.42,0.10,0.07,0.74,0.32,0.13,2.17,41.42
Custard tart,225.60,28.66,3.72,10.73,9.31,0.91,22.28,57.47,68.66,12.99,59.74,115.73,0.49,0.07,0.43,0.00,0.16,0.30,0.37,100.23,0.31,1.52,0.00,1.39,0.00,7.87,0.05,0.07,0.25,0.33,0.07,1.10,7.87
Lemon tart,303.35,30.68,6.12,17.45,10.68,0.81,123.17,24.03,79.07,12.99,76.09,94.23,0.98,0.08,9.42,0.00,0.18,0.01,0.57,221.45,0.70,1.95,0.19,1.76,3.35,16.88,0.06,0.07,0.26,0.57,0.07,4.42,16.88
Jam tart,360.72,46.18,4.42,17.35,14.74,1.14,44.15,12.23,50.38,13.27,70.34,67.25,0.74,0.07,0.00,0.00,0.26,0.01,0.39,198.55,0.40,2.79,0.00,1.95,0.00,6.74,0.06,0.04,0.32,0.31,0.03,0.28,6.74
Orange cream tart,197.16,27.43,2.58,8.72,10.08,0.64,22.13,13.84,37.81,13.59,36.85,136.02,0.58,0.04,0.01,0.00,0.18,0.00,0.21,99.53,0.39,1.42,0.00,1.11,0.00,18.98,0.08,0.03,0.28,0.31,0.04,0.81,18.98
Pineapple tart,195.40,28.62,2.29,8.21,11.09,0.87,20.70,12.02,25.99,10.57,37.88,71.82,0.50,0.06,0.01,0.00,0.59,0.00,0.26,93.09,0.25,1.33,0.00,1.15,0.00,8.86,0.06,0.03,0.21,0.19,0.05,0.23,8.86
Cheese and mushroom tart,246.10,21.43,5.51,15.28,3.16,1.18,37.99,100.97,138.27,15.72,212.42,136.37,0.59,0.07,0.77,0.00,0.19,0.01,0.59,160.42,0.39,3.89,0.00,4.96,0.00,11.83,0.05,0.08,0.32,0.38,0.06,2.61,11.83
Cottage cheese pie,238.98,20.66,7.45,13.83,3.62,2.21,20.86,108.05,104.31,22.71,103.29,128.10,0.92,0.11,4.90,0.02,0.28,0.01,0.98,93.83,1.57,5.13,0.00,12.72,0.00,36.55,0.09,0.05,0.51,0.42,0.08,5.41,36.55
Minced meat pie,221.55,18.11,7.38,13.04,1.42,2.33,34.57,18.14,76.98,22.33,127.85,185.89,1.07,0.11,0.74,0.00,0.32,0.01,1.11,91.19,1.54,5.02,0.00,12.78,0.00,19.64,0.11,0.07,1.39,0.52,0.12,1.69,19.64
Apple cinnamon pie,258.73,33.68,3.35,12.21,11.95,1.77,36.52,16.14,41.41,12.35,60.14,90.10,0.65,0.07,0.88,0.00,0.22,0.24,0.33,138.71,0.35,2.41,0.01,2.66,0.26,6.54,0.05,0.03,0.31,0.27,0.04,0.63,6.54
Lemon meringue pie,224.43,35.11,3.88,8.16,21.17,0.44,75.30,16.79,50.35,8.08,85.12,58.11,0.67,0.06,6.54,0.00,0.10,0.00,0.38,107.89,0.40,1.07,0.13,0.75,2.33,11.14,0.04,0.05,0.15,0.36,0.04,3.02,11.14
Chocolate meringue pie,214.76,28.80,4.98,9.17,15.03,0.37,64.11,55.98,96.62,26.05,80.77,130.01,0.92,0.18,5.81,0.00,0.09,0.00,0.66,91.86,0.43,0.91,0.11,0.69,1.98,12.59,0.04,0.08,0.20,0.42,0.05,3.24,12.59
Cream puffs,221.33,16.00,4.70,15.48,5.94,0.38,100.48,37.93,71.41,8.86,98.76,76.51,0.58,0.04,6.98,0.00,0.09,0.00,0.43,213.89,0.59,0.93,0.15,0.91,2.52,12.15,0.04,0.10,0.15,0.44,0.05,4.02,12.15
Chocolate eclairs,239.42,26.22,4.24,13.50,17.34,0.33,85.94,34.21,68.99,13.73,85.88,84.46,0.68,0.09,5.97,0.00,0.08,0.00,0.46,182.92,0.51,0.80,0.12,0.79,2.16,10.84,0.04,0.09,0.15,0.38,0.04,3.44,10.84
Cheese balls,681.28,4.81,2.21,72.57,0.63,0.18,37.78,30.01,62.89,3.93,120.70,27.57,0.32,0.02,3.04,0.00,0.04,0.00,0.24,63.95,33.50,0.40,0.06,4.81,1.03,4.98,0.02,0.03,0.06,0.17,0.02,1.54,4.98
Minced meat patties,265.72,15.25,6.88,19.57,0.88,0.77,81.36,19.23,96.83,13.20,252.18,119.59,0.93,0.07,3.64,0.00,0.16,0.01,0.98,34.77,7.66,1.41,0.20,1.85,2.78,12.61,0.06,0.06,1.17,0.51,0.08,4.74,12.61
Cheese patties,324.01,22.23,7.38,22.67,3.93,1.24,0.00,126.41,113.77,18.88,295.22,97.11,0.82,0.09,5.64,0.03,0.32,0.02,0.93,0.00,9.29,2.74,0.00,4.79,0.00,30.23,0.05,0.05,0.31,0.34,0.05,5.55,30.23
Hot cheese souffle,177.10,5.41,9.18,13.23,2.91,0.12,149.14,169.17,235.86,13.38,286.96,130.84,0.83,0.04,14.86,0.00,0.05,0.01,1.02,163.87,0.79,0.25,0.28,0.85,4.92,22.56,0.05,0.16,0.11,0.76,0.08,7.92,22.56
Hot potato souffle,125.64,8.56,5.51,7.64,1.78,0.66,109.09,56.84,100.35,15.02,97.20,258.62,0.79,0.06,11.59,0.00,0.08,0.01,0.56,95.78,0.59,0.26,0.23,1.16,3.98,21.28,0.05,0.10,0.42,0.66,0.09,6.09,21.28
Hot fish souffle,142.92,3.69,11.23,9.24,1.68,0.10,122.69,58.18,155.18,17.68,110.94,165.04,0.70,0.05,20.94,0.01,0.04,0.01,0.65,105.70,0.98,0.20,0.43,0.47,4.31,19.35,0.05,0.10,0.53,0.90,0.10,5.65,19.35
Hot spinach souffle,104.25,4.19,5.43,7.24,1.64,0.99,100.84,80.77,91.95,39.49,104.69,311.73,1.67,0.10,11.28,0.01,0.45,0.01,0.61,88.54,1.01,0.28,0.21,123.30,3.68,68.67,0.09,0.12,0.20,0.58,0.11,6.79,68.67
Plain cream cake,353.94,47.18,6.18,16.17,27.74,0.71,120.92,41.95,181.63,11.79,174.00,86.91,1.02,0.08,9.56,0.00,0.17,0.01,0.61,203.90,0.69,1.74,0.20,1.47,3.43,16.27,0.05,0.08,0.23,0.56,0.06,4.60,16.27
Apple cake (Seb ka cake),290.08,39.48,4.94,12.87,23.52,1.22,94.69,38.99,145.08,12.00,136.95,96.16,0.90,0.07,7.63,0.00,0.29,0.32,0.51,159.67,0.57,1.80,0.15,2.29,2.69,13.70,0.05,0.06,0.24,0.46,0.06,3.67,13.70
Marble cake,354.11,46.88,6.30,16.27,27.56,0.71,120.14,39.60,162.04,16.54,138.48,100.20,1.12,0.11,9.50,0.00,0.17,0.00,0.67,202.59,0.69,1.73,0.20,1.48,3.41,16.52,0.06,0.08,0.25,0.56,0.06,4.57,16.52
Chocolate cake,335.61,45.14,6.01,15.18,27.58,0.64,109.36,41.13,134.09,17.74,241.93,104.70,1.08,0.12,8.71,0.00,0.15,0.01,0.65,184.42,0.64,1.57,0.18,1.35,3.10,15.65,0.05,0.08,0.24,0.53,0.06,4.29,15.65
Orange cake,357.61,48.28,6.10,16.21,28.38,0.83,123.67,29.72,129.46,12.17,105.41,90.64,1.06,0.08,9.72,0.00,0.18,0.01,0.59,208.55,0.71,1.78,0.20,1.51,3.51,17.77,0.06,0.08,0.25,0.57,0.06,4.61,17.77
Fruit Loaf ,324.19,46.49,5.36,13.31,24.54,0.87,90.00,45.71,170.57,13.06,160.60,116.78,0.96,0.08,6.98,0.00,0.25,0.01,0.53,161.81,0.57,1.77,0.14,2.42,2.45,13.99,0.05,0.07,0.25,0.48,0.06,3.63,13.99
Banana cake (Kele ka cake),389.51,40.00,5.77,23.31,23.04,1.14,68.99,23.55,127.63,31.46,117.81,157.61,1.14,0.22,8.36,0.00,0.29,0.01,0.76,37.32,9.68,1.52,0.16,1.88,2.75,17.08,0.08,0.06,0.31,0.56,0.15,3.98,17.08
Chocolate chiffon cake,311.71,37.87,5.76,15.80,24.25,0.70,93.35,42.15,196.43,28.93,188.59,138.72,1.07,0.22,6.99,0.00,0.26,0.01,0.66,69.36,4.71,3.14,0.39,4.40,3.72,16.47,0.06,0.07,0.28,0.57,0.08,6.79,16.47
Christmas cake,372.95,48.29,5.49,16.88,27.45,1.49,97.81,40.98,116.37,30.80,64.84,176.27,1.32,0.22,8.17,0.00,0.47,0.01,0.77,179.30,0.71,1.48,0.15,1.80,2.63,16.38,0.08,0.06,0.31,0.50,0.08,3.86,16.38
Strawberry and vanilla cake with butter icing,370.54,44.25,3.89,20.39,32.43,0.79,101.12,28.17,114.82,9.76,107.27,74.53,0.70,0.07,5.84,0.00,0.16,0.00,0.41,247.61,0.69,1.62,0.12,4.69,2.09,10.99,0.04,0.06,0.21,0.37,0.05,2.78,10.99
Eggless cake,318.08,46.14,8.12,11.75,27.70,0.68,27.68,212.97,265.53,26.53,310.50,273.62,0.61,0.06,1.65,0.00,0.16,0.00,0.87,185.50,0.31,1.66,0.00,1.16,0.00,12.43,0.09,0.26,0.34,0.69,0.11,3.25,12.43
Swiss roll,251.87,48.34,7.30,3.77,32.96,0.55,144.66,24.11,95.13,10.86,51.90,87.08,1.19,0.07,15.98,0.00,0.13,0.01,0.69,78.26,0.61,1.33,0.33,0.20,5.77,22.71,0.05,0.09,0.20,0.72,0.08,7.32,22.71
Pineapple pastry ,208.21,29.04,6.06,7.87,18.83,0.72,115.34,42.97,89.42,11.42,44.30,107.33,0.86,0.06,11.09,0.00,0.23,0.00,0.57,133.97,0.59,1.06,0.23,0.49,4.00,19.09,0.05,0.12,0.18,0.60,0.08,5.97,19.09
Black forest pastry,233.55,34.48,6.09,8.46,21.35,0.54,113.03,44.15,92.19,13.57,53.43,110.97,0.92,0.07,10.95,0.00,0.12,0.00,0.59,131.50,0.58,1.25,0.23,0.64,3.92,17.46,0.05,0.11,0.19,0.60,0.07,5.92,17.46
Coconut finger,274.86,42.56,7.09,8.86,28.55,1.87,127.97,24.04,101.86,18.10,46.86,141.16,1.31,0.14,16.35,0.00,0.26,0.01,0.73,69.23,1.07,1.18,0.29,0.43,5.11,22.21,0.05,0.08,0.24,0.66,0.08,6.57,22.21
Pineapple cake ,195.57,23.51,5.01,9.34,16.16,0.76,92.79,49.06,80.33,10.71,37.47,108.39,0.64,0.05,7.89,0.00,0.24,0.00,0.48,152.05,0.54,0.85,0.16,0.59,2.85,15.72,0.05,0.12,0.16,0.50,0.07,4.89,15.72
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.80,47.10,6.56,23.62,22.58,1.54,69.03,36.10,144.88,43.31,280.44,158.23,1.37,0.34,3.92,0.00,0.55,0.02,0.90,164.28,1.49,6.91,0.07,8.92,1.18,16.31,0.10,0.05,0.40,0.46,0.12,3.08,16.31
Chocolate chip cookies,425.29,57.98,5.79,19.38,30.29,1.05,75.98,24.76,77.18,23.00,278.29,114.09,1.22,0.16,4.22,0.00,0.30,0.01,0.61,202.70,0.65,2.56,0.08,2.00,1.39,11.98,0.07,0.06,0.34,0.45,0.05,2.27,11.98
Sweet plain biscuit,380.76,50.29,5.86,17.67,21.77,1.07,76.89,42.88,158.43,14.91,132.59,90.96,0.92,0.10,4.04,0.00,0.25,0.01,0.57,205.24,0.55,2.61,0.08,1.83,1.42,11.92,0.07,0.07,0.32,0.47,0.05,2.27,11.92
Chocolate biscuit,379.76,51.56,5.88,17.09,24.16,1.01,72.66,41.51,161.86,23.27,127.02,114.98,1.14,0.16,3.81,0.00,0.23,0.01,0.66,193.94,0.53,2.47,0.08,1.75,1.34,11.96,0.07,0.07,0.33,0.45,0.05,2.14,11.96
Coconut biscuit (Nariyal ke biscuit),434.98,42.90,5.78,27.16,20.76,3.64,64.98,37.81,157.68,28.42,105.76,202.79,1.32,0.23,7.57,0.00,0.48,0.02,0.69,184.98,1.55,1.99,0.06,2.12,1.08,13.41,0.06,0.06,0.37,0.40,0.07,1.91,13.41
Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,45.09,6.15,22.39,7.22,1.68,55.18,37.24,78.02,18.49,414.70,109.95,1.05,0.10,0.15,0.00,0.33,0.01,0.54,248.19,0.54,3.49,0.00,2.44,0.00,9.51,0.08,0.07,0.41,0.44,0.05,0.66,9.51
Peanut biscuit,401.05,46.72,8.45,20.41,21.26,2.48,61.88,50.58,254.47,42.54,202.26,180.95,1.34,0.22,3.78,0.00,0.45,0.08,0.98,165.16,1.11,3.21,0.07,1.86,1.14,23.79,0.14,0.07,2.03,0.54,0.08,2.07,23.79
Pin wheel biscuit,404.60,54.56,5.40,18.66,23.25,1.16,44.65,42.70,168.27,27.50,131.73,122.74,1.13,0.19,0.12,0.00,0.27,0.01,0.66,200.84,0.45,2.82,0.00,2.01,0.00,8.65,0.07,0.06,0.38,0.36,0.04,0.53,8.65
Saffron biscuit (Kesar biscuit),458.61,59.70,6.05,22.01,22.42,1.90,49.64,25.71,75.69,26.36,5.65,120.02,1.23,0.14,0.27,0.00,0.73,0.09,0.59,186.04,1.92,3.89,0.00,1.11,0.00,10.02,0.09,0.04,0.49,0.40,0.05,0.53,10.02
Masala biscuit,393.64,45.18,6.06,20.75,6.82,2.14,51.29,53.73,179.49,25.48,714.52,136.35,1.32,0.12,0.47,0.01,0.57,0.04,0.59,191.55,1.28,6.17,0.00,13.15,0.00,13.33,0.09,0.05,0.46,0.43,0.07,0.61,13.33
Ice box cookies,374.24,56.09,5.70,14.44,26.69,1.28,70.82,18.50,68.61,15.33,449.14,94.30,1.04,0.09,4.05,0.00,0.27,0.01,0.53,173.43,0.47,3.04,0.08,2.03,1.46,11.85,0.07,0.06,0.34,0.46,0.05,2.21,11.85
Ginger bread man,365.00,60.26,6.61,11.01,29.12,1.60,75.31,37.92,85.95,31.73,477.99,161.24,2.12,0.11,5.68,0.00,0.80,0.02,0.68,136.47,0.45,2.99,0.12,1.73,2.04,15.66,0.08,0.06,0.39,0.56,0.16,2.89,15.66
Danish cookies,475.33,58.00,5.33,24.92,21.73,1.37,63.58,15.97,61.80,16.24,201.06,84.32,0.98,0.10,0.00,0.00,0.31,0.01,0.49,285.97,0.58,3.35,0.00,2.71,0.00,8.08,0.07,0.05,0.38,0.37,0.04,0.35,8.08
Short bread cookies,443.09,64.82,6.03,17.98,23.31,1.57,45.48,15.92,67.76,18.17,145.00,92.70,1.12,0.11,0.00,0.00,0.36,0.01,0.54,204.56,0.42,3.83,0.00,2.15,0.00,9.25,0.09,0.05,0.44,0.42,0.05,0.37,9.25
Coffee biscuit,416.57,46.55,6.90,23.00,21.69,1.59,63.97,48.92,185.55,37.48,112.53,160.49,1.27,0.28,4.26,0.00,0.67,0.02,0.86,170.76,0.99,8.16,0.07,12.52,1.18,17.48,0.11,0.07,0.54,0.50,0.15,4.00,17.48
Melting moments,437.91,55.84,5.71,21.78,25.00,1.88,80.33,30.39,159.14,21.49,119.09,112.25,1.20,0.12,4.18,0.00,0.50,0.01,0.68,240.43,0.76,2.25,0.07,2.06,1.22,21.56,0.19,0.19,0.80,0.42,0.06,2.95,21.56
Ginger biscuit (Adarak ke biscuit),417.91,58.44,5.98,18.31,27.06,1.49,81.73,25.97,116.46,17.59,79.68,106.42,2.20,0.10,4.17,0.00,0.96,0.01,0.67,218.16,0.56,2.78,0.09,1.94,1.51,11.80,0.07,0.06,0.46,0.49,0.07,2.16,11.80
Soyabean muthias,839.33,3.70,2.46,90.45,0.17,1.47,0.00,12.16,33.64,12.03,78.25,100.29,0.60,0.07,1.01,0.00,0.16,0.04,0.24,0.00,44.09,3.92,0.00,8.44,0.00,16.71,0.04,0.02,0.24,0.13,0.04,0.06,16.71
Soyabean tikki,698.17,4.39,3.53,74.02,0.35,2.20,0.00,29.23,47.59,23.87,88.72,218.99,1.04,0.09,1.80,0.00,0.29,0.03,0.35,0.00,35.87,5.30,0.00,32.82,0.00,34.96,0.07,0.03,0.36,0.19,0.06,0.47,34.96
Soyabean namak paras,838.46,4.65,2.65,89.83,0.22,1.41,0.00,12.13,33.11,12.18,72.05,98.46,0.64,0.06,0.92,0.00,0.16,0.03,0.24,0.00,43.79,4.20,0.00,8.18,0.00,16.68,0.04,0.02,0.17,0.15,0.03,0.07,16.68
Peanut burfi (Moongfali ki burfi),550.99,48.14,9.31,36.84,43.08,4.09,0.00,25.20,154.33,78.35,6.78,269.29,1.45,0.41,1.34,0.00,0.64,0.09,1.29,0.00,12.15,2.80,0.00,2.32,0.00,35.78,0.22,0.05,4.47,0.40,0.09,0.63,35.78
Spinach peanut namak paras (Palak moongfali namak paras),740.16,6.62,1.65,78.51,0.28,0.81,0.00,13.35,22.08,17.66,73.15,104.16,0.67,0.06,0.33,0.00,0.22,0.02,0.20,0.00,38.40,0.73,0.00,43.66,0.00,20.31,0.04,0.02,0.38,0.11,0.03,0.58,20.31
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.89,7.63,2.08,80.04,0.25,1.39,0.00,12.13,21.83,13.08,74.88,87.35,0.67,0.07,1.10,0.00,0.31,0.00,0.26,0.00,39.49,0.57,0.00,32.63,0.00,23.14,0.06,0.02,0.21,0.13,0.04,0.79,23.14
Rice moong dal cheela (Chawal aur moong dal ka cheela),798.26,11.13,2.74,82.44,0.15,1.18,0.00,4.99,48.20,16.10,142.82,124.58,0.51,0.12,4.40,0.00,0.15,0.04,0.31,0.00,40.55,0.18,0.00,6.21,0.00,8.78,0.05,0.02,0.39,0.19,0.04,0.08,8.78
Split bengal gram sweet rice (Channa dal sweet rice),190.21,41.07,4.15,0.64,19.41,2.23,0.00,30.37,78.30,42.94,8.38,230.18,1.77,0.15,4.90,0.00,0.50,0.05,0.68,0.00,0.05,0.27,0.00,0.48,0.00,22.03,0.08,0.03,0.75,0.32,0.23,0.28,22.03
Sweet poori (Meethi poori),782.75,14.26,2.12,79.63,7.15,1.54,0.00,34.24,51.50,27.80,2.57,82.77,1.13,0.09,4.92,0.00,0.39,0.02,0.45,0.00,38.86,2.17,0.00,7.11,0.00,12.05,0.06,0.02,0.32,0.14,0.10,0.44,12.05
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,60.00,9.84,18.41,31.12,6.02,35.14,25.20,206.76,84.57,5.25,396.48,2.30,0.44,25.05,0.00,1.19,0.28,1.62,131.71,1.35,4.90,0.00,2.25,0.00,34.55,0.24,0.08,2.11,0.66,0.13,0.49,34.55
Spinach burfi (Palak burfi),121.17,12.76,2.71,6.81,12.12,1.17,5.65,93.68,70.87,33.14,27.77,268.78,1.05,0.10,1.89,0.01,0.43,0.01,0.38,21.16,0.80,0.14,0.00,93.35,0.00,45.48,0.06,0.09,0.16,0.26,0.07,2.36,45.48
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,62.66,9.51,7.93,24.73,8.16,15.56,53.30,229.38,112.97,12.05,462.11,4.36,0.40,34.43,0.01,1.91,0.03,2.15,58.30,0.53,6.75,0.00,0.98,0.00,51.83,0.27,0.10,1.47,0.77,0.35,0.67,51.83
Sprouted moong daliya ,111.56,14.77,2.81,4.71,1.67,3.12,0.00,22.62,19.00,9.46,196.73,83.92,1.29,0.04,0.10,0.00,0.10,0.01,0.16,0.00,2.15,0.37,0.00,4.35,0.00,11.15,0.03,0.01,0.15,0.13,0.05,0.65,11.15
Sprouted moong poha ,192.60,26.60,5.59,6.89,1.93,3.13,0.00,28.39,116.24,55.63,220.82,268.06,2.43,0.21,1.01,0.02,0.54,0.14,0.93,0.00,1.55,2.33,0.00,8.10,0.00,24.46,0.13,0.04,1.95,0.41,0.10,0.97,24.46
Pearl millet ladoo (Bajra ladoo),319.66,50.98,9.61,8.06,27.44,6.00,0.00,118.74,224.22,125.58,12.26,479.32,4.72,0.44,15.04,0.01,0.89,0.23,1.87,0.00,0.62,5.90,0.00,7.47,0.00,40.21,0.19,0.08,1.83,0.51,0.37,0.77,40.21
Paushtik ladoo,485.87,60.34,7.65,24.98,38.12,4.57,52.71,20.67,123.82,47.46,6.09,161.00,1.63,0.22,10.44,0.00,0.94,0.09,1.04,197.57,2.04,2.91,0.00,2.04,0.00,46.17,0.20,0.07,1.57,0.45,0.14,1.75,46.17
Paushtik roti,149.26,26.59,7.17,1.51,2.03,5.74,0.00,52.74,127.75,77.03,170.96,403.44,2.62,0.25,13.87,0.01,1.44,0.02,1.15,0.00,0.97,3.45,0.00,129.24,0.00,98.04,0.24,0.10,1.06,0.54,0.21,3.61,98.04
Semolina carrot vada (Suji gajar vada),699.53,6.52,1.56,74.07,1.21,1.07,1.18,26.47,30.73,6.35,73.17,73.02,0.36,0.05,1.07,0.00,0.17,0.00,0.26,3.01,36.33,0.73,0.00,6.15,0.00,5.75,0.03,0.03,0.13,0.13,0.03,0.43,5.75
Dhokla,216.49,30.68,13.45,5.28,4.78,4.95,5.16,123.21,185.94,40.51,376.02,287.15,1.39,0.13,2.93,0.00,0.86,0.01,1.05,13.14,1.85,0.19,0.00,6.70,0.00,99.92,0.24,0.21,1.01,0.83,0.27,5.22,99.92
Kashmiri tea (Kehwa),24.90,5.23,0.17,0.51,5.14,0.16,0.00,3.19,4.13,3.47,0.29,8.81,0.07,0.02,0.05,0.00,0.10,0.01,0.04,0.00,0.22,0.10,0.00,0.09,0.00,0.32,0.00,0.00,0.03,0.01,0.00,0.03,0.32
Steeped hot coffee,15.91,3.01,0.39,0.33,2.96,0.00,0.00,10.40,10.26,3.93,2.82,46.09,0.06,0.01,0.16,0.00,0.02,0.00,0.04,0.00,0.02,0.00,0.00,0.04,0.00,0.63,0.00,0.01,0.25,0.03,0.00,0.81,0.63
Hot chocolate,90.01,9.02,3.43,4.61,8.86,0.00,0.02,113.63,101.74,14.99,36.04,135.43,0.33,0.22,0.91,0.00,0.06,0.00,0.61,0.04,0.23,0.00,0.00,0.01,0.00,7.04,0.03,0.11,0.11,0.34,0.04,2.35,7.04
Cold coffee (with cream),82.76,11.98,1.93,3.29,11.91,0.00,3.29,64.43,54.79,8.58,15.35,107.04,0.14,0.03,0.56,0.00,0.03,0.00,0.20,17.43,0.13,0.00,0.00,0.05,0.00,3.80,0.02,0.07,0.34,0.18,0.02,1.92,3.80
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,11.15,2.01,2.77,9.94,0.27,1.30,68.30,57.37,8.60,16.63,110.88,0.14,0.04,0.55,0.00,0.05,0.00,0.21,4.01,0.15,0.02,0.00,0.26,0.00,6.10,0.02,0.08,0.11,0.27,0.08,1.33,6.10
Flavoured milkshake,66.78,8.65,2.06,2.83,8.61,0.00,0.00,75.05,61.04,5.33,16.34,72.89,0.11,0.03,0.60,0.00,0.01,0.00,0.21,0.00,0.14,0.00,0.00,0.00,0.00,4.44,0.02,0.07,0.05,0.21,0.03,1.25,4.44
Jal jeera,30.24,6.70,0.44,0.26,5.71,0.95,0.00,24.72,11.30,12.89,215.62,76.31,0.84,0.05,0.40,0.01,0.34,0.02,0.11,0.00,0.04,1.33,0.00,5.79,0.00,3.20,0.02,0.01,0.13,0.02,0.02,0.11,3.20
Gingo,48.02,12.42,0.14,0.06,12.08,0.17,0.00,6.33,2.31,3.35,21.50,20.82,0.21,0.02,0.22,0.00,0.06,0.01,0.03,0.00,0.02,0.12,0.00,3.69,0.00,2.92,0.00,0.00,0.02,0.02,0.01,0.15,2.92
Mintade,40.32,10.59,0.03,0.02,10.47,0.03,0.00,2.10,0.64,0.85,26.69,6.00,0.05,0.01,0.05,0.00,0.01,0.00,0.01,0.00,0.00,0.03,0.00,0.77,0.00,0.82,0.00,0.00,0.01,0.01,0.00,0.06,0.82
Canjee,6.61,0.44,0.24,0.42,0.21,0.36,0.00,5.82,9.26,3.57,43.03,21.20,0.17,0.01,0.71,0.00,0.05,0.00,0.05,0.00,0.02,0.38,0.00,1.03,0.00,2.12,0.01,0.01,0.05,0.02,0.01,0.09,2.12
Cauliflower canjee (Phoolgobhi ki canjee),6.90,0.35,0.39,0.42,0.09,0.49,0.00,6.26,11.23,4.78,41.45,38.17,0.22,0.01,0.71,0.00,0.06,0.00,0.07,0.00,0.02,0.42,0.00,1.46,0.00,5.19,0.01,0.01,0.07,0.06,0.02,0.24,5.19
Potato canjee (Aloo canjee),16.26,2.69,0.44,0.39,0.10,0.43,0.00,5.21,13.64,6.51,35.99,99.19,0.22,0.02,0.74,0.00,0.06,0.00,0.08,0.00,0.02,0.30,0.00,0.48,0.00,3.47,0.02,0.00,0.21,0.07,0.02,0.24,3.47
Vermicelli porridge (Semiya/Seviyan porridge),78.40,10.56,2.50,2.98,7.04,0.48,0.62,72.96,63.88,7.15,65.33,78.84,0.20,0.03,1.30,0.00,0.04,0.00,0.25,2.33,0.15,0.16,0.00,0.05,0.00,4.92,0.02,0.07,0.08,0.23,0.03,1.27,4.92
Semolina upma (Suji/Rava upma),147.89,16.31,3.30,7.49,1.31,3.24,0.00,21.57,44.18,21.34,101.59,158.35,1.10,0.14,3.21,0.00,0.59,0.07,0.59,0.00,3.57,3.44,0.00,10.17,0.00,14.24,0.08,0.03,0.43,0.28,0.07,0.58,14.24
